codigo_area;nome_area;codigo_ocde;nome_grau;grau_academico;observacao
1;Educação;0111C012;Ciência da educação - Bacharelado;Bacharelado;
1;Educação;0111C014;Ciência da educação - Sequencial;Sequencial;
1;Educação;0111P013;Processos escolares - Tecnológico;Tecnológico;
1;Educação;0111P022;Psicopedagogia - Bacharelado;Bacharelado;
1;Educação;0111P024;Psicopedagogia - Sequencial;Sequencial;
1;Educação;0112E011;Educação infantil formação de professor - Licenciatura;Licenciatura;
1;Educação;0113E011;Educação do campo formação de professor - Licenciatura;Licenciatura;
1;Educação;0113E021;Educação especial formação de professor - Licenciatura;Licenciatura;
1;Educação;0113E031;Educação indígena formação de professor - Licenciatura;Licenciatura;
1;Educação;0113F011;Formação pedagógica de professor para a educação básica - Licenciatura;Licenciatura;
1;Educação;0113F014;Formação pedagógica de professor para a educação básica - Sequencial;Sequencial;
1;Educação;0113P011;Pedagogia - Licenciatura;Licenciatura;
1;Educação;0113P012;Pedagogia - Bacharelado;Bacharelado;
1;Educação;0113P014;Pedagogia - Sequencial;Sequencial;
1;Educação;0114A011;Artes formação de professor - Licenciatura;Licenciatura;
1;Educação;0114A014;Artes formação de professor - Sequencial;Sequencial;
1;Educação;0114A021;Artes visuais formação de professor - Licenciatura;Licenciatura;
1;Educação;0114B011;Biologia formação de professor - Licenciatura;Licenciatura;
1;Educação;0114C011;Ciências agrárias formação de professor - Licenciatura;Licenciatura;
1;Educação;0114C021;Ciências naturais formação de professor - Licenciatura;Licenciatura;
1;Educação;0114C031;Ciências sociais formação de professor - Licenciatura;Licenciatura;
1;Educação;0114C041;Cinema e audiovisual formação de professor - Licenciatura;Licenciatura;
1;Educação;0114C051;Computação formação de professor - Licenciatura;Licenciatura;
1;Educação;0114D011;Dança formação de professor - Licenciatura;Licenciatura;
1;Educação;0114E011;Economia doméstica formação de professor - Licenciatura;Licenciatura;
1;Educação;0114E021;Educação do campo em áreas de conhecimento da educação básica formação de professor - Licenciatura;Licenciatura;
1;Educação;0114E031;Educação física formação de professor - Licenciatura;Licenciatura;
1;Educação;0114E041;Educação indígena em áreas de conhecimento da educação básica formação de professor - Licenciatura;Licenciatura;
1;Educação;0114E051;Enfermagem formação de professor - Licenciatura;Licenciatura;
1;Educação;0114E061;Ensino profissionalizante em área específica formação de professor - Licenciatura;Licenciatura;
1;Educação;0114E071;Ensino religioso formação de professor - Licenciatura;Licenciatura;
1;Educação;0114E081;Estatística formação de professor - Licenciatura;Licenciatura;
1;Educação;0114F011;Filosofia formação de professor - Licenciatura;Licenciatura;
1;Educação;0114F021;Física formação de professor - Licenciatura;Licenciatura;
1;Educação;0114G011;Geografia formação de professor - Licenciatura;Licenciatura;
1;Educação;0114H011;História formação de professor - Licenciatura;Licenciatura;
1;Educação;0114M011;Matemática formação de professor - Licenciatura;Licenciatura;
1;Educação;0114M021;Música formação de professor - Licenciatura;Licenciatura;
1;Educação;0114P011;Psicologia formação de professor - Licenciatura;Licenciatura;
1;Educação;0114Q011;Química formação de professor - Licenciatura;Licenciatura;
1;Educação;0114T011;Teatro formação de professor - Licenciatura;Licenciatura;
1;Educação;0115L011;Letras alemão formação de professor - Licenciatura;Licenciatura;
1;Educação;0115L021;Letras espanhol formação de professor - Licenciatura;Licenciatura;
1;Educação;0115L031;Letras francês formação de professor - Licenciatura;Licenciatura;
1;Educação;0115L041;Letras inglês formação de professor - Licenciatura;Licenciatura;
1;Educação;0115L051;Letras italiano formação de professor  - Licenciatura;Licenciatura;
1;Educação;0115L061;Letras japonês formação de professor  - Licenciatura;Licenciatura;
1;Educação;0115L071;Letras língua brasileira de sinais formação de professor - Licenciatura;Licenciatura;
1;Educação;0115L081;Letras línguas estrangeiras clássicas formação de professor - Licenciatura;Licenciatura;
1;Educação;0115L091;Letras linguística formação de professor  - Licenciatura;Licenciatura;
1;Educação;0115L101;Letras outras línguas estrangeiras modernas formação de professor  - Licenciatura;Licenciatura;
1;Educação;0115L111;Letras português alemão formação de professor - Licenciatura;Licenciatura;
1;Educação;0115L121;Letras português espanhol formação de professor - Licenciatura;Licenciatura;
1;Educação;0115L131;Letras português formação de professor - Licenciatura;Licenciatura;
1;Educação;0115L141;Letras português francês formação de professor - Licenciatura;Licenciatura;
1;Educação;0115L151;Letras português inglês formação de professor - Licenciatura;Licenciatura;
1;Educação;0115L161;Letras português italiano formação de professor - Licenciatura;Licenciatura;
1;Educação;0115L171;Letras português japonês formação de professor - Licenciatura;Licenciatura;
1;Educação;0115L181;Letras português língua brasileira de sinais formação de professor - Licenciatura;Licenciatura;
1;Educação;0115L191;Letras português línguas estrangeiras clássicas formação de professor - Licenciatura;Licenciatura;
1;Educação;0115L201;Letras português outras línguas estrangeiras modernas formação de professor - Licenciatura;Licenciatura;
1;Educação;0115L211;Letras tradutor e intérprete formação de professor - Licenciatura;Licenciatura;
1;Educação;0188P011;Programas interdisciplinares abrangendo educação - Licenciatura;Licenciatura;
1;Educação;0188P012;Programas interdisciplinares abrangendo educação - Bacharelado;Bacharelado;
1;Educação;0188P013;Programas interdisciplinares abrangendo educação - Tecnológico;Tecnológico;
2;Artes e Humanidades ;0211A012;Animação - Bacharelado;Bacharelado;
2;Artes e Humanidades ;0211A013;Animação - Tecnológico;Tecnológico;
2;Artes e Humanidades ;0211A014;Animação - Sequencial;Sequencial;
2;Artes e Humanidades ;0211C012;Cinema e audiovisual - Bacharelado;Bacharelado;
2;Artes e Humanidades ;0211C013;Cinema e audiovisual - Tecnológico;Tecnológico;
2;Artes e Humanidades ;0211C014;Cinema e audiovisual - Sequencial;Sequencial;
2;Artes e Humanidades ;0211C023;Comunicação assistiva - Tecnológico;Tecnológico;
2;Artes e Humanidades ;0211D012;Design gráfico - Bacharelado;Bacharelado;
2;Artes e Humanidades ;0211D013;Design gráfico - Tecnológico;Tecnológico;
2;Artes e Humanidades ;0211D014;Design gráfico - Sequencial;Sequencial;
2;Artes e Humanidades ;0211F012;Fotografia - Bacharelado;Bacharelado;
2;Artes e Humanidades ;0211F013;Fotografia - Tecnológico;Tecnológico;
2;Artes e Humanidades ;0211F014;Fotografia - Sequencial;Sequencial;
2;Artes e Humanidades ;0211P012;Produção audiovisual - Bacharelado;Bacharelado;
2;Artes e Humanidades ;0211P013;Produção audiovisual - Tecnológico;Tecnológico;
2;Artes e Humanidades ;0211P014;Produção audiovisual - Sequencial;Sequencial;
2;Artes e Humanidades ;0211P023;Produção cênica - Tecnológico;Tecnológico;
2;Artes e Humanidades ;0211P032;Produção cultural - Bacharelado;Bacharelado;
2;Artes e Humanidades ;0211P033;Produção cultural - Tecnológico;Tecnológico;
2;Artes e Humanidades ;0211P034;Produção cultural - Sequencial;Sequencial;
2;Artes e Humanidades ;0211P043;Produção fonográfica - Tecnológico;Tecnológico;
2;Artes e Humanidades ;0211P052;Produção multimídia - Bacharelado;Bacharelado;
2;Artes e Humanidades ;0211P053;Produção multimídia - Tecnológico;Tecnológico;
2;Artes e Humanidades ;0211P054;Produção multimídia - Sequencial;Sequencial;
2;Artes e Humanidades ;0212D012;Desenho industrial - Bacharelado;Bacharelado;
2;Artes e Humanidades ;0212D022;Design - Bacharelado;Bacharelado;
2;Artes e Humanidades ;0212D023;Design - Tecnológico;Tecnológico;
2;Artes e Humanidades ;0212D032;Design de interiores - Bacharelado;Bacharelado;
2;Artes e Humanidades ;0212D033;Design de interiores - Tecnológico;Tecnológico;
2;Artes e Humanidades ;0212D034;Design de interiores - Sequencial;Sequencial;
2;Artes e Humanidades ;0212D042;Design de produto - Bacharelado;Bacharelado;
2;Artes e Humanidades ;0212D043;Design de produto - Tecnológico;Tecnológico;
2;Artes e Humanidades ;0212D044;Design de produto - Sequencial;Sequencial;
2;Artes e Humanidades ;0212M012;Moda - Bacharelado;Bacharelado;
2;Artes e Humanidades ;0212M013;Moda - Tecnológico;Tecnológico;
2;Artes e Humanidades ;0212M014;Moda - Sequencial;Sequencial;
2;Artes e Humanidades ;0213A012;Artes - Bacharelado;Bacharelado;
2;Artes e Humanidades ;0213A013;Artes - Tecnológico;Tecnológico;
2;Artes e Humanidades ;0213A014;Artes - Sequencial;Sequencial;
2;Artes e Humanidades ;0213A022;Artes plásticas - Bacharelado;Bacharelado;
2;Artes e Humanidades ;0213A023;Artes plásticas - Tecnológico;Tecnológico;
2;Artes e Humanidades ;0213A024;Artes plásticas - Sequencial;Sequencial;
2;Artes e Humanidades ;0213A032;Artes visuais - Bacharelado;Bacharelado;
2;Artes e Humanidades ;0213A033;Artes visuais - Tecnológico;Tecnológico;
2;Artes e Humanidades ;0213H012;História da arte - Bacharelado;Bacharelado;
2;Artes e Humanidades ;0214F013;Fabricação de instrumentos musicais não industrial - Tecnológico;Tecnológico;
2;Artes e Humanidades ;0215A012;Artes cênicas - Bacharelado;Bacharelado;
2;Artes e Humanidades ;0215A013;Artes cênicas - Tecnológico;Tecnológico;
2;Artes e Humanidades ;0215D012;Dança - Bacharelado;Bacharelado;
2;Artes e Humanidades ;0215D013;Dança - Tecnológico;Tecnológico;
2;Artes e Humanidades ;0215M012;Música - Bacharelado;Bacharelado;
2;Artes e Humanidades ;0215M013;Música  - Tecnológico;Tecnológico;
2;Artes e Humanidades ;0215M014;Música - Sequencial;Sequencial;
2;Artes e Humanidades ;0215T012;Teatro - Bacharelado;Bacharelado;
2;Artes e Humanidades ;0215T013;Teatro - Tecnológico;Tecnológico;
2;Artes e Humanidades ;0221C012;Ciências da religião - Bacharelado;Bacharelado;
2;Artes e Humanidades ;0221T012;Teologia - Bacharelado;Bacharelado;
2;Artes e Humanidades ;0221T014;Teologia - Sequencial;Sequencial;
2;Artes e Humanidades ;0222A012;Arqueologia - Bacharelado;Bacharelado;
2;Artes e Humanidades ;0222A013;Arqueologia - Tecnológico;Tecnológico;
2;Artes e Humanidades ;0222C012;Conservação e restauro - Bacharelado;Bacharelado;
2;Artes e Humanidades ;0222C013;Conservação e restauro - Tecnológico;Tecnológico;
2;Artes e Humanidades ;0222H012;História - Bacharelado;Bacharelado;
2;Artes e Humanidades ;0222H014;História - Sequencial;Sequencial;
2;Artes e Humanidades ;0223F012;Filosofia - Bacharelado;Bacharelado;
2;Artes e Humanidades ;0223F014;Filosofia - Sequencial;Sequencial;
2;Artes e Humanidades ;0231L012;Letras alemão - Bacharelado;Bacharelado;
2;Artes e Humanidades ;0231L023;Letras escrita criativa - Tecnológico;Tecnológico;
2;Artes e Humanidades ;0231L024;Letras escrita criativa - Sequencial;Sequencial;
2;Artes e Humanidades ;0231L032;Letras espanhol - Bacharelado;Bacharelado;
2;Artes e Humanidades ;0231L034;Letras espanhol - Sequencial;Sequencial;
2;Artes e Humanidades ;0231L042;Letras francês - Bacharelado;Bacharelado;
2;Artes e Humanidades ;0231L052;Letras inglês - Bacharelado;Bacharelado;
2;Artes e Humanidades ;0231L054;Letras inglês - Sequencial;Sequencial;
2;Artes e Humanidades ;0231L062;Letras italiano - Bacharelado;Bacharelado;
2;Artes e Humanidades ;0231L072;Letras japonês - Bacharelado;Bacharelado;
2;Artes e Humanidades ;0231L082;Letras língua brasileira de sinais - Bacharelado;Bacharelado;
2;Artes e Humanidades ;0231L083;Letras língua brasileira de sinais - Tecnológico;Tecnológico;
2;Artes e Humanidades ;0231L084;Letras língua brasileira de sinais - Sequencial;Sequencial;
2;Artes e Humanidades ;0231L092;Letras línguas estrangeiras clássicas  - Bacharelado;Bacharelado;
2;Artes e Humanidades ;0231L094;Letras línguas estrangeiras clássicas - Sequencial;Sequencial;
2;Artes e Humanidades ;0231L102;Letras linguística - Bacharelado;Bacharelado;
2;Artes e Humanidades ;0231L112;Letras outras línguas estrangeiras modernas  - Bacharelado;Bacharelado;
2;Artes e Humanidades ;0231L122;Letras português - Bacharelado;Bacharelado;
2;Artes e Humanidades ;0231L124;Letras português - Sequencial;Sequencial;
2;Artes e Humanidades ;0231L132;Letras português alemão  - Bacharelado;Bacharelado;
2;Artes e Humanidades ;0231L142;Letras português espanhol - Bacharelado;Bacharelado;
2;Artes e Humanidades ;0231L152;Letras português francês - Bacharelado;Bacharelado;
2;Artes e Humanidades ;0231L162;Letras português inglês - Bacharelado;Bacharelado;
2;Artes e Humanidades ;0231L172;Letras português italiano - Bacharelado;Bacharelado;
2;Artes e Humanidades ;0231L182;Letras português japonês  - Bacharelado;Bacharelado;
2;Artes e Humanidades ;0231L192;Letras português língua brasileira de sinais - Bacharelado;Bacharelado;
2;Artes e Humanidades ;0231L202;Letras português línguas estrangeiras clássicas  - Bacharelado;Bacharelado;
2;Artes e Humanidades ;0231L212;Letras português outras línguas estrangeiras modernas - Bacharelado;Bacharelado;
2;Artes e Humanidades ;0231L222;Letras tradutor e intérprete - Bacharelado;Bacharelado;
2;Artes e Humanidades ;0231L223;Letras tradutor e intérprete - Tecnológico;Tecnológico;
2;Artes e Humanidades ;0231L224;Letras tradutor e intérprete - Sequencial;Sequencial;
2;Artes e Humanidades ;0288P012;Programas interdisciplinares abrangendo artes e humanidades - Bacharelado;Bacharelado;
2;Artes e Humanidades ;0288P014;Programas interdisciplinares abrangendo artes e humanidades - Sequencial;Sequencial;
3;Ciências sociais, jornalismo e informação;0311E012;Economia - Bacharelado;Bacharelado;
3;Ciências sociais, jornalismo e informação;0311E014;Economia - Sequencial;Sequencial;
3;Ciências sociais, jornalismo e informação;0312A012;Antropologia - Bacharelado;Bacharelado;
3;Ciências sociais, jornalismo e informação;0312A014;Antropologia - Sequencial;Sequencial;
3;Ciências sociais, jornalismo e informação;0312C012;Ciência política - Bacharelado;Bacharelado;
3;Ciências sociais, jornalismo e informação;0312C014;Ciência política  - Sequencial;Sequencial;
3;Ciências sociais, jornalismo e informação;0312C022;Ciências sociais - Bacharelado;Bacharelado;
3;Ciências sociais, jornalismo e informação;0312C024;Ciências sociais - Sequencial;Sequencial;
3;Ciências sociais, jornalismo e informação;0312G012;Geografia - Bacharelado;Bacharelado;
3;Ciências sociais, jornalismo e informação;0312R012;Relações internacionais - Bacharelado;Bacharelado;
3;Ciências sociais, jornalismo e informação;0312R014;Relações internacionais - Sequencial;Sequencial;
3;Ciências sociais, jornalismo e informação;0312S012;Sociologia - Bacharelado;Bacharelado;
3;Ciências sociais, jornalismo e informação;0312S014;Sociologia - Sequencial;Sequencial;
3;Ciências sociais, jornalismo e informação;0313P012;Psicologia - Bacharelado;Bacharelado;
3;Ciências sociais, jornalismo e informação;0313P014;Psicologia - Sequencial;Sequencial;
3;Ciências sociais, jornalismo e informação;0321C012;Comunicação social - Bacharelado;Bacharelado;
3;Ciências sociais, jornalismo e informação;0321J012;Jornalismo - Bacharelado;Bacharelado;
3;Ciências sociais, jornalismo e informação;0321J014;Jornalismo - Sequencial;Sequencial;
3;Ciências sociais, jornalismo e informação;0321P012;Produção editorial - Bacharelado;Bacharelado;
3;Ciências sociais, jornalismo e informação;0321P013;Produção editorial - Tecnológico;Tecnológico;
3;Ciências sociais, jornalismo e informação;0321P014;Produção editorial - Sequencial;Sequencial;
3;Ciências sociais, jornalismo e informação;0321R012;Rádio, TV e internet - Bacharelado;Bacharelado;
3;Ciências sociais, jornalismo e informação;0321R013;Rádio, TV e internet - Tecnológico;Tecnológico;
3;Ciências sociais, jornalismo e informação;0321R014;Rádio, TV e internet - Sequencial;Sequencial;
3;Ciências sociais, jornalismo e informação;0322A012;Arquivologia - Bacharelado;Bacharelado;
3;Ciências sociais, jornalismo e informação;0322B012;Biblioteconomia - Bacharelado;Bacharelado;
3;Ciências sociais, jornalismo e informação;0322G012;Gestão da informação - Bacharelado;Bacharelado;
3;Ciências sociais, jornalismo e informação;0322G014;Gestão da informação - Sequencial;Sequencial;
3;Ciências sociais, jornalismo e informação;0322M012;Museologia - Bacharelado;Bacharelado;
3;Ciências sociais, jornalismo e informação;0322M013;Museologia - Tecnológico;Tecnológico;
3;Ciências sociais, jornalismo e informação;0322M014;Museologia - Sequencial;Sequencial;
3;Ciências sociais, jornalismo e informação;0388P012;Programas interdisciplinares abrangendo ciências sociais, jornalismo e informação - Bacharelado;Bacharelado;
3;Ciências sociais, jornalismo e informação;0388P014;Programas interdisciplinares abrangendo ciências sociais, jornalismo e informação - Sequencial;Sequencial;
4;Negócios, administração e direito;0411C012;Contabilidade - Bacharelado;Bacharelado;
4;Negócios, administração e direito;0411C013;Contabilidade  - Tecnológico;Tecnológico;
4;Negócios, administração e direito;0411C014;Contabilidade - Sequencial;Sequencial;
4;Negócios, administração e direito;0412G012;Gestão financeira - Bacharelado;Bacharelado;
4;Negócios, administração e direito;0412G013;Gestão financeira  - Tecnológico;Tecnológico;
4;Negócios, administração e direito;0412G014;Gestão financeira - Sequencial;Sequencial;
4;Negócios, administração e direito;0412S013;Seguros - Tecnológico;Tecnológico;
4;Negócios, administração e direito;0412S014;Seguros - Sequencial;Sequencial;
4;Negócios, administração e direito;0413A012;Administração  - Bacharelado;Bacharelado;
4;Negócios, administração e direito;0413A014;Administração - Sequencial;Sequencial;
4;Negócios, administração e direito;0413A022;Administração pública - Bacharelado;Bacharelado;
4;Negócios, administração e direito;0413A023;Administração pública - Tecnológico;Tecnológico;
4;Negócios, administração e direito;0413A024;Administração pública - Sequencial;Sequencial;
4;Negócios, administração e direito;0413C012;Comércio exterior - Bacharelado;Bacharelado;
4;Negócios, administração e direito;0413C013;Comércio exterior - Tecnológico;Tecnológico;
4;Negócios, administração e direito;0413C014;Comércio exterior - Sequencial;Sequencial;
4;Negócios, administração e direito;0413E012;Empreendedorismo - Bacharelado;Bacharelado;
4;Negócios, administração e direito;0413E013;Empreendedorismo - Tecnológico;Tecnológico;
4;Negócios, administração e direito;0413E014;Empreendedorismo - Sequencial;Sequencial;
4;Negócios, administração e direito;0413G013;Gestão da produção - Tecnológico;Tecnológico;
4;Negócios, administração e direito;0413G014;Gestão da produção - Sequencial;Sequencial;
4;Negócios, administração e direito;0413G023;Gestão da qualidade - Tecnológico;Tecnológico;
4;Negócios, administração e direito;0413G024;Gestão da qualidade - Sequencial;Sequencial;
4;Negócios, administração e direito;0413G032;Gestão da saúde - Bacharelado;Bacharelado;
4;Negócios, administração e direito;0413G033;Gestão da saúde - Tecnológico;Tecnológico;
4;Negócios, administração e direito;0413G034;Gestão da saúde - Sequencial;Sequencial;
4;Negócios, administração e direito;0413G042;Gestão de cooperativas - Bacharelado;Bacharelado;
4;Negócios, administração e direito;0413G043;Gestão de cooperativas - Tecnológico;Tecnológico;
4;Negócios, administração e direito;0413G044;Gestão de cooperativas - Sequencial;Sequencial;
4;Negócios, administração e direito;0413G052;Gestão de negócios - Bacharelado;Bacharelado;
4;Negócios, administração e direito;0413G053;Gestão de negócios - Tecnológico;Tecnológico;
4;Negócios, administração e direito;0413G054;Gestão de negócios - Sequencial;Sequencial;
4;Negócios, administração e direito;0413G062;Gestão de negócios internacionais - Bacharelado;Bacharelado;
4;Negócios, administração e direito;0413G064;Gestão de negócios internacionais - Sequencial;Sequencial;
4;Negócios, administração e direito;0413G073;Gestão de pessoas - Tecnológico;Tecnológico;
4;Negócios, administração e direito;0413G074;Gestão de pessoas - Sequencial;Sequencial;
4;Negócios, administração e direito;0413G083;Gestão de serviços - Tecnológico;Tecnológico;
4;Negócios, administração e direito;0413G084;Gestão de serviços - Sequencial;Sequencial;
4;Negócios, administração e direito;0413G092;Gestão do agronegócio - Bacharelado;Bacharelado;
4;Negócios, administração e direito;0413G093;Gestão do agronegócio - Tecnológico;Tecnológico;
4;Negócios, administração e direito;0413G094;Gestão do agronegócio - Sequencial;Sequencial;
4;Negócios, administração e direito;0413G103;Gestão estratégica - Tecnológico;Tecnológico;
4;Negócios, administração e direito;0413G104;Gestão estratégica - Sequencial;Sequencial;
4;Negócios, administração e direito;0413G113;Gestão hospitalar - Tecnológico;Tecnológico;
4;Negócios, administração e direito;0413G114;Gestão hospitalar - Sequencial;Sequencial;
4;Negócios, administração e direito;0413G122;Gestão pública - Bacharelado;Bacharelado;
4;Negócios, administração e direito;0413G123;Gestão pública - Tecnológico;Tecnológico;
4;Negócios, administração e direito;0413G124;Gestão pública - Sequencial;Sequencial;
4;Negócios, administração e direito;0413L012;Logística - Bacharelado;Bacharelado;
4;Negócios, administração e direito;0413L013;Logística - Tecnológico;Tecnológico;
4;Negócios, administração e direito;0413L014;Logística - Sequencial;Sequencial;
4;Negócios, administração e direito;0414M012;Marketing - Bacharelado;Bacharelado;
